organism_name,locus_tag,system_id,system_size,carrier_type,role_from_pfam,pfam_domains,gene_summary,kegg_ko_id,tcdb_family,substrate_provisional,substrate_confidence,substrate_source,organic_c_vs_inorganic,importer_vs_exporter,sbp_bac3_bucket,catabolic_neighbors
Alteromonas macleodii HOT1A3,ACZ81_19800,ACZ81_S0643,1,other,other/unclear,Gly-zipper_Omp ; Gly-zipper_YMGG ; OmpA,yiaD :: YiaD family glycine zipper/OmpA-like lipoprotein :: Belongs to the ompA family,K12216,3.A.7.9.1,intracellular multiplication protein IcmN,confident,KO,ambiguous,importer,NA,ACZ81_19805
Alteromonas macleodii HOT1A3,ACZ81_19820,ACZ81_S0644,1,other,other/unclear,GST_C ; GST_C_2 ; GST_N ; GST_N_3,gst5 :: glutathione S-transferase family protein :: Glutathione S-transferase,K00799 ; K11209,1.A.12.2.2 ; 1.A.12.3.2,glutathione S-transferase [EC:2.5.1.18],confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_19830,ACZ81_S0645,1,other,other/unclear,ATP-synt_DE ; ATP-synt_DE_N,atpC :: F0F1 ATP synthase subunit epsilon :: Produces ATP from ADP in the presence of a proton gradient across the membrane,K02114,3.A.2.1,F-type H+-transporting ATPase subunit epsilon,confident,KO,ambiguous,importer,NA,ACZ81_19835
Alteromonas macleodii HOT1A3,ACZ81_19835,ACZ81_S0646,1,other,other/unclear,ATP-synt_ab ; ATP-synt_ab_N,atpD :: F0F1 ATP synthase subunit beta :: Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits,K02112,3.A.2.1,F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1],confident,KO,ambiguous,importer,NA,ACZ81_19830|ACZ81_19840
Alteromonas macleodii HOT1A3,ACZ81_19840,ACZ81_S0647,1,other,other/unclear,ATP-synt,atpG :: F0F1 ATP synthase subunit gamma :: Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex,K02115,3.A.2.1,F-type H+-transporting ATPase subunit gamma,confident,KO,ambiguous,importer,NA,ACZ81_19835|ACZ81_19845
Alteromonas macleodii HOT1A3,ACZ81_19845,ACZ81_S0648,1,other,other/unclear,ATP-synt_ab ; ATP-synt_ab_C ; ATP-synt_ab_N,atpA :: F0F1 ATP synthase subunit alpha :: Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,K02111,3.A.2.1,F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1],confident,KO,ambiguous,importer,NA,ACZ81_19840|ACZ81_19850
Alteromonas macleodii HOT1A3,ACZ81_19850,ACZ81_S0649,1,other,other/unclear,OSCP,"atpH :: F0F1 ATP synthase subunit delta :: F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. ; FUNCTION: This protein is part of the stalk that links CF(0) to CF(1). It either transmits conformational changes from CF(0) to CF(1) or is implicated in proton conduction",K02113,3.A.2.1,F-type H+-transporting ATPase subunit delta,confident,KO,inorganic,importer,NA,ACZ81_19845|ACZ81_19855
Alteromonas macleodii HOT1A3,ACZ81_19855,ACZ81_S0650,1,other,other/unclear,ATP-synt_B,"atpF :: F0F1 ATP synthase subunit B :: Component of the F(0) channel, it forms part of the peripheral stalk, linking F(1) to F(0). The b^-subunit is a diverged and duplicated form of b found in plants and photosynthetic bacteria. ; FUNCTION: F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation",K02109,3.A.2.1,F-type H+-transporting ATPase subunit b,confident,KO,inorganic,importer,NA,ACZ81_19850|ACZ81_19860
Alteromonas macleodii HOT1A3,ACZ81_19860,ACZ81_S0651,1,other,other/unclear,ATP-synt_C,"atpE :: F0F1 ATP synthase subunit C :: F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. ; FUNCTION: Key component of the F(0) channel; it plays a direct role in translocation across the membrane. A homomeric c-ring of between 10-14 subunits forms the central stalk rotor element with the F(1) delta and epsilon subunits",K02110,3.A.2.1,F-type H+-transporting ATPase subunit c,confident,KO,inorganic,importer,NA,ACZ81_19855|ACZ81_19865
Alteromonas macleodii HOT1A3,ACZ81_19865,ACZ81_S0652,1,other,other/unclear,ATP-synt_A,atpB :: F0F1 ATP synthase subunit A :: Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane,K02108,3.A.2.1,F-type H+-transporting ATPase subunit a,confident,KO,ambiguous,importer,NA,ACZ81_19860|ACZ81_19870
Alteromonas macleodii HOT1A3,ACZ81_19870,ACZ81_S0653,1,other,other/unclear,ATP-synt_I,atpI :: ATP synthase subunit I :: ATP synthase I chain,K02116,3.A.2.1,ATP synthase protein I,confident,KO,ambiguous,importer,NA,ACZ81_19865
Alteromonas macleodii HOT1A3,ACZ81_19925,ACZ81_S0654,1,other,other/unclear,60KD_IMP ; YidC_periplas,"yidC :: membrane protein insertase YidC :: Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins",K03217,The Membrane Protein Insertase (YidC/Alb3/Oxa1) Family,YidC/Oxa1 family membrane protein insertase,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_19970,ACZ81_S0655,1,other,other/unclear,Ion_trans_2,ion channel :: Ion transport 2 domain protein,,,ion channel,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_19985,ACZ81_S0656,1,other,other/unclear,MerR ; MerR-DNA-bind ; MerR_1,"cadR :: Cd(II)/Pb(II)-responsive transcriptional regulator :: helix_turn_helix, mercury resistance",K19591,,"MerR family transcriptional regulator, copper efflux regulator",confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20015,ACZ81_S0657,1,other,other/unclear,OEP,czcC :: TolC family protein :: COG1538 Outer membrane protein,K15725,1.B.17.2.2,"outer membrane protein, heavy metal efflux system",confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20020,ACZ81_S0658,1,other,other/unclear,,biotin/lipoyl-containing protein :: COG0845 Membrane-fusion protein,K15727,8.A.1.2.1,"membrane fusion protein, heavy metal efflux system",confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20055,ACZ81_S0659,1,other,other/unclear,MerT,mercuric transporter MerT family protein :: PFAM Mercuric transport protein MerT,K08363,1.A.72.1,mercuric ion,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_20060,ACZ81_S0660,1,other,other/unclear,HMA,merP :: mercury resistance system periplasmic binding protein MerP :: Involved in mercury resistance. Acts as a mercury scavenger that specifically binds to a mercuric ion in the periplasm and probably passes it to the cytoplasmic mercuric reductase MerA via the mercuric transport protein MerT,K08364,1.A.72.1,periplasmic mercuric ion binding protein,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_20065,ACZ81_S0661,1,other,other/unclear,MerC,merC :: organomercurial transporter MerC :: MerC mercury resistance protein,K19058,1.A.72.4,mercuric ion,confident,KO,ambiguous,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20140,ACZ81_S0662,1,other,other/unclear,,efflux RND transporter periplasmic adaptor subunit :: COG0845 Membrane-fusion protein,K15727,8.A.1.2.1,"membrane fusion protein, heavy metal efflux system",confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20145,ACZ81_S0663,1,other,other/unclear,,hypothetical protein :: COG0845 Membrane-fusion protein,K15727,8.A.1.2.1,"membrane fusion protein, heavy metal efflux system",confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20150,ACZ81_S0664,1,other,other/unclear,OEP,czcC :: TolC family protein :: COG1538 Outer membrane protein,K15725,1.B.17.2.2,"outer membrane protein, heavy metal efflux system",confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20345,ACZ81_S0665,1,other,other/unclear,CopD,copper resistance D family protein :: Involved in copper resistance,K07245,9.B.62.1,copper resistance protein D,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20350,ACZ81_S0666,1,other,other/unclear,CopC,copper resistance CopC family protein :: resistance protein CopC,K07156,9.B.62.2,copper resistance protein C,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20375,ACZ81_S0667,1,other,other/unclear,OEP,TolC family protein :: COG1538 Outer membrane protein,,,unresolved,inferred,none,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_20675,ACZ81_S0668,1,other,other/unclear,CopC,copper resistance CopC family protein :: CopC domain,K07156,9.B.62.2,copper resistance protein C,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_20680,ACZ81_S0669,1,other,other/unclear,CopD,copD :: copper resistance D family protein :: Copper resistance protein D,K07245,9.B.62.1,copper resistance protein D,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_RS18600,ACZ81_S0670,1,other,other/unclear,YbgT_YccB,cydX :: cytochrome bd-I oxidase subunit CydX :: Cyd operon protein YbgT,K00424,3.D.4.3,cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7],confident,KO,ambiguous,importer,NA,ACZ81_18600
Alteromonas macleodii HOT1A3,ACZ81_RS20765,ACZ81_S0671,1,secondary-carrier,secondary-carrier,EamA,DMT family transporter :: COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,,,DMT family,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii HOT1A3,ACZ81_RS20815,ACZ81_S0672,1,other,other/unclear,Entericidin,ecnAB :: entericidin A/B family lipoprotein :: response to toxic substance,K16348,9.B.13.1.1,entericidin B,confident,KO,ambiguous,importer,NA,ACZ81_08710
Alteromonas macleodii HOT1A3,ACZ81_RS21580,ACZ81_S0673,1,other,other/unclear,,permuted SH3 domain-containing protein :: Biotin-lipoyl like,K15727,8.A.1.2.1,"membrane fusion protein, heavy metal efflux system",confident,KO,inorganic,exporter,NA,
Alteromonas macleodii HOT1A3,ACZ81_RS21650,ACZ81_S0674,1,other,other/unclear,SnoaL_3,nuclear transport factor 2 family protein,,,nuclear,inferred,product/eggNOG,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_00037,EZ55_S0070,1,secondary-carrier,secondary-carrier,TrkH,trkH :: TrkH family potassium uptake protein :: Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA,K03498,2.A.38.1 ; 2.A.38.4,trk/ktr system potassium,confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_00038,EZ55_S0071,1,other,other/unclear,TrkA_C ; TrkA_N,"trkA :: Trk system potassium transporter TrkA :: COG0569 K transport systems, NAD-binding component",K03499,2.A.38.1 ; 2.A.38.4,trk/ktr system potassium,confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_00050,EZ55_S0072,1,other,other/unclear,Shikimate_DH ; Shikimate_dh_N,"aroE :: shikimate dehydrogenase :: Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)",K00014,,shikimate dehydrogenase [EC:1.1.1.25],confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_00061,EZ55_S0001,2,ABC-orphan-SBP,substrate-binding,SBP_bac_3,substrate-binding periplasmic protein :: ABC-type amino acid transport signal transduction systems periplasmic component domain,,,unresolved,inferred,none,dual-C+N,importer,transport-inferred,EZ55_00060
Alteromonas macleodii EZ55,EZ55_00062,EZ55_S0001,2,ABC-orphan-SBP,substrate-binding,SBP_bac_3,hypothetical protein :: ABC-type amino acid transport signal transduction systems periplasmic component domain,,,unresolved,inferred,none,dual-C+N,importer,transport-inferred,EZ55_00060
Alteromonas macleodii EZ55,EZ55_00085,EZ55_S0073,1,other,other/unclear,PBP_like_2,"hypothetical protein :: COG0226 ABC-type phosphate transport system, periplasmic component",,,unresolved,inferred,none,inorganic,importer,NA,EZ55_00084
Alteromonas macleodii EZ55,EZ55_00098,EZ55_S0074,1,other,other/unclear,Cytochrome_CBB3,cyc :: c-type cytochrome :: COG3245 Cytochrome c5,K02277,3.D.4.4,cytochrome c oxidase subunit IV [EC:7.1.1.9],confident,KO,ambiguous,importer,NA,EZ55_00097
Alteromonas macleodii EZ55,EZ55_00100,EZ55_S0075,1,other,other/unclear,Na_H_antiporter,nhaC :: Na+/H+ antiporter NhaC :: Na+/H+ antiporter family,K03315,The NhaC Na+:H+ Antiporter (NhaC) Family,Na+:H+,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_00101,EZ55_S0076,1,other,other/unclear,BCCT,cudT :: BCCT family transporter :: Belongs to the BCCT transporter (TC 2.A.15) family,K03451,The Betaine/Carnitine/Choline Transporter (BCCT) Family,betaine/carnitine,confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_00107,EZ55_S0077,1,other,other/unclear,Plug ; TonB_dep_Rec_b-barrel,TonB-dependent siderophore receptor :: TonB dependent receptor,K16088,1.B.14.1.10 ; 1.B.14.1.3 ; 1.B.14.1.8,outer-membrane,confident,KO,inorganic,importer,NA,
Alteromonas macleodii EZ55,EZ55_00110,EZ55_S0078,1,other,other/unclear,HTH_1 ; LysR_substrate,LysR family transcriptional regulator :: Transcriptional regulator,,,LysR family transcriptional regulator,inferred,product/eggNOG,ambiguous,importer,NA,EZ55_00109|EZ55_00111
Alteromonas macleodii EZ55,EZ55_00114,EZ55_S0079,1,other,other/unclear,ThrE ; ThrE_2,"threonine/serine exporter family protein :: Threonine/Serine exporter, ThrE",,,unresolved,inferred,none,ambiguous,exporter,NA,EZ55_00116
Alteromonas macleodii EZ55,EZ55_00138,EZ55_S0002,3,ABC-cassette-complete,substrate-binding,SBP_bac_6,"extracellular solute-binding protein :: ABC-type Fe3 transport system, periplasmic component",K02012,3.A.1.10,iron(III),confident,KO,inorganic,importer,NA,EZ55_00141
Alteromonas macleodii EZ55,EZ55_00139,EZ55_S0002,3,ABC-cassette-complete,permease,BPD_transp_1,"sfuB :: ABC transporter permease :: COG1178 ABC-type Fe3 transport system, permease component",K02011,3.A.1.10,iron(III),confident,KO,inorganic,importer,NA,EZ55_00141
Alteromonas macleodii EZ55,EZ55_00140,EZ55_S0002,3,ABC-cassette-complete,ATP-binding,ABC_tran ; TOBE_2,ABC transporter ATP-binding protein :: Belongs to the ABC transporter superfamily,K02010,3.A.1.10,iron(III),confident,KO,inorganic,importer,NA,EZ55_00141
Alteromonas macleodii EZ55,EZ55_00147,EZ55_S0080,1,other,other/unclear,HTH_1 ; LysR_substrate,argP :: ArgP/LysG family DNA-binding transcriptional regulator :: Transcriptional regulator,K05596,,"LysR family transcriptional regulator, arginine and lysine",confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_00148,EZ55_S0081,1,other,other/unclear,LysE,argO :: LysE/ArgO family amino acid transporter :: COG1279 Lysine efflux permease,K06895,2.A.75.1,LysE/ArgO family amino acid,inferred,product/eggNOG,dual-C+N,exporter,NA,
Alteromonas macleodii EZ55,EZ55_00149,EZ55_S0082,1,other,other/unclear,Multi_Drug_Res,sugE :: DMT family transporter :: COG2076 Membrane transporters of cations and cationic drugs,K11741,2.A.7.1,quaternary ammonium compound-resistance protein SugE,confident,KO,inorganic,exporter,NA,
Alteromonas macleodii EZ55,EZ55_00152,EZ55_S0083,1,other,other/unclear,Beta-barrel_RND ; BSH_RND ; HH_MFP_RND ; RND-MFP_C,acrA :: efflux RND transporter periplasmic adaptor subunit :: Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,K03585,2.A.6.2 ; 8.A.1.6,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,
Alteromonas macleodii EZ55,EZ55_00153,EZ55_S0084,1,other,other/unclear,ACR_tran,ttgB :: efflux RND transporter permease subunit :: Efflux pump,K18138 ; K18299,2.A.6.2.16,efflux RND,inferred,product/eggNOG,ambiguous,exporter,NA,EZ55_00154
Alteromonas macleodii EZ55,EZ55_00165,EZ55_S0085,1,other,other/unclear,GST_C ; GST_C_3 ; GST_N ; GST_N_3,gstA :: glutathione S-transferase :: Belongs to the GST superfamily,K00799,1.A.12.2.2 ; 1.A.12.3.2,glutathione S-transferase [EC:2.5.1.18],confident,KO,dual-C+N,importer,NA,
Alteromonas macleodii EZ55,EZ55_00168,EZ55_S0086,1,other,other/unclear,CBS ; MgtE ; MgtE_N,mgtE :: magnesium transporter :: Mg Co Ni transporter MgtE,K06213,1.A.26.1,magnesium,confident,KO,inorganic,importer,NA,EZ55_00167
Alteromonas macleodii EZ55,EZ55_00169,EZ55_S0087,1,secondary-carrier,secondary-carrier,EamA,rarD :: EamA family transporter RarD :: RarD protein,K05786,2.A.7.7,chloramphenicol-sensitive protein RarD,confident,KO,ambiguous,importer,NA,
Alteromonas macleodii EZ55,EZ55_00183,EZ55_S0003,1,ABC-orphan-SBP,substrate-binding,SBP_bac_1,ABC transporter substrate-binding protein :: Bacterial extracellular solute-binding protein,K02027,3.A.1.1,multiple sugar,confident,KO,organic-C,importer,NA,EZ55_00182|EZ55_00184
Alteromonas macleodii EZ55,EZ55_00195,EZ55_S0088,1,other,other/unclear,HSP70,yegD :: Hsp70 family protein :: MreB/Mbl protein,K04046,The Cation Channel-forming Heat Shock Protein-70 (Hsp70) Family,unresolved,inferred,none,ambiguous,importer,NA,EZ55_00194
Alteromonas macleodii EZ55,EZ55_00197,EZ55_S0004,1,other-permease,ATP-binding,ABC_tran,"uvrA :: excinuclease ABC subunit UvrA :: The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate",K03701,,excinuclease,confident,KO,ambiguous,importer,NA,
