locus_tag,strain_short,substrates,tier,func_evidence,export_evidence
EZ55_03770,EZ55,lipid/ester,A: degradative + exported,EC 3.1.1.3 (triacylglycerol lipase),signal:Signal peptide (Sec/SPI)
EZ55_03873,EZ55,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.29 (peptidyl-tRNA hydrolase),
EZ55_00060,EZ55,lipid/ester,A: degradative + exported,EC 3.1.1.77 (acyloxyacyl hydrolase),signal:Signal peptide (Sec/SPI)
EZ55_00128,EZ55,lipid/ester,"B: degradative, export uncertain",Pfam Phospholipase/Carboxylesterase,
EZ55_00748,EZ55,lipid/ester,A: degradative + exported,Pfam Putative esterase,signal:Signal peptide (Sec/SPI)
EZ55_00905,EZ55,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.- (Carboxylic ester hydrolases),
EZ55_01353,EZ55,lipid/ester,"B: degradative, export uncertain",EC 3.1.1.- (Carboxylic ester hydrolases),
EZ55_02928,EZ55,lipid/ester;protein/peptide,"B: degradative, export uncertain",Pfam X-Pro dipeptidyl-peptidase (S15 family) | Pfam Esterase FrsA-like,
EZ55_00452,EZ55,lipid/ester;protein/peptide,"B: degradative, export uncertain","EC 3.1.1.5 (lysophospholipase) | Pfam Serine aminopeptidase, S33",
EZ55_01435,EZ55,lipid/ester;protein/peptide,A: degradative + exported,EC 3.1.1.5 (lysophospholipase) | GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
EZ55_01934,EZ55,nucleic acid,"B: degradative, export uncertain",GO-MF endonuclease activity,
EZ55_02470,EZ55,nucleic acid,"B: degradative, export uncertain","Pfam GmrSD restriction endonuclease, N-terminal domain",
EZ55_02844,EZ55,nucleic acid,"B: degradative, export uncertain",GO-MF DNA endonuclease activity,
EZ55_03150,EZ55,nucleic acid,"B: degradative, export uncertain",GO-MF nuclease activity,
ALTBGP6_RS19440,EZ55,nucleic acid,"B: degradative, export uncertain",Pfam HNH endonuclease,
ALTBGP6_RS21495,EZ55,nucleic acid,"B: degradative, export uncertain",EC 3.1.21.3 (type I site-specific deoxyribonuclease),
EZ55_00013,EZ55,nucleic acid,"B: degradative, export uncertain",Pfam TnsA-like endonuclease N terminal,
EZ55_03496,EZ55,nucleic acid,"B: degradative, export uncertain",GO-MF 3^-5^ exonuclease activity,
EZ55_04130,EZ55,nucleic acid,"B: degradative, export uncertain",EC 3.1.26.5 (ribonuclease P),
EZ55_04275,EZ55,nucleic acid,"B: degradative, export uncertain",Pfam HNH endonuclease,
EZ55_00087,EZ55,nucleic acid,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase),
EZ55_00106,EZ55,nucleic acid,"B: degradative, export uncertain",Pfam HNH endonuclease,
EZ55_00268,EZ55,nucleic acid,"B: degradative, export uncertain",Pfam Restriction endonuclease,
EZ55_00269,EZ55,nucleic acid,"B: degradative, export uncertain",GO-MF RNA nuclease activity,
EZ55_00270,EZ55,nucleic acid,"B: degradative, export uncertain",Pfam Ribonuclease H1 N-terminal domain,
EZ55_00387,EZ55,nucleic acid,A: degradative + exported,GO-MF nuclease activity,signal:Signal peptide (Sec/SPI)
EZ55_00517,EZ55,nucleic acid,"B: degradative, export uncertain",GO-MF RNA nuclease activity,
EZ55_00550,EZ55,nucleic acid,"B: degradative, export uncertain",GO-MF RNA endonuclease activity,
EZ55_00650,EZ55,nucleic acid,"B: degradative, export uncertain",EC 3.1.21.3 (type I site-specific deoxyribonuclease),
EZ55_00890,EZ55,nucleic acid,"B: degradative, export uncertain",GO-MF single-stranded DNA endodeoxyribonuclease activity,
EZ55_01484,EZ55,nucleic acid,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase),
EZ55_01715,EZ55,nucleic acid,"B: degradative, export uncertain",EC 3.1.26.4 (ribonuclease H),
EZ55_01745,EZ55,nucleic acid,"B: degradative, export uncertain",EC 3.1.26.12 (ribonuclease E),
EZ55_02204,EZ55,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_02448,EZ55,nucleic acid;organic phosphate,A: degradative + exported,Pfam Endonuclease/Exonuclease/phosphatase family | Pfam Endonuclease I,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
EZ55_03391,EZ55,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_00097,EZ55,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_00145,EZ55,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_00379,EZ55,nucleic acid;organic phosphate,"B: degradative, export uncertain","EC 3.1.4.58 (RNA 2^,3^-cyclic 3^-phosphodiesterase) | GO-MF 2^,3^-cyclic-nucleotide 3^-phosphodiesterase activity",
EZ55_00438,EZ55,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_01233,EZ55,nucleic acid;organic phosphate,A: degradative + exported,EC 3.1.4.46 (glycerophosphodiester phosphodiesterase) | GO-MF glycerophosphodiester phosphodiesterase activity,loc:Periplasmic
EZ55_01580,EZ55,nucleic acid;organic phosphate,A: degradative + exported,EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,signal:Signal peptide (Sec/SPI)
EZ55_01640,EZ55,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_01722,EZ55,nucleic acid;organic phosphate,"B: degradative, export uncertain",EC 3.1.4.52 (cyclic-guanylate-specific phosphodiesterase) | GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_01812,EZ55,nucleic acid;organic phosphate,A: degradative + exported,Pfam Endonuclease/Exonuclease/phosphatase family | Pfam Endonuclease I,signal:Signal peptide (Sec/SPI)
EZ55_01834,EZ55,nucleic acid;organic phosphate,A: degradative + exported,EC 3.1.30.- (Endoribonucleases active with either ribo- or deoxyribonucleic acids and producing 5^-phosphomonoesters) | GO-MF endonuclease activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
EZ55_01920,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_01924,EZ55,organic phosphate,A: degradative + exported,EC 3.1.3.16 (protein-serine/threonine phosphatase),loc:Periplasmic
EZ55_02426,EZ55,organic phosphate,A: degradative + exported,Pfam Alkaline phosphatase PhoX,signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02457,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_02668,EZ55,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.27 (phosphatidylglycerophosphatase),
EZ55_02800,EZ55,organic phosphate,A: degradative + exported,EC 3.1.3.1 (alkaline phosphatase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02856,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_03125,EZ55,organic phosphate,A: degradative + exported,"Pfam Beta-lactamase hydrolase-like protein, phosphatase-like domain",signal:Signal peptide (Sec/SPI)
EZ55_03126,EZ55,organic phosphate,"B: degradative, export uncertain",Pfam Low molecular weight phosphotyrosine protein phosphatase,
EZ55_03222,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
EZ55_03357,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
EZ55_03364,EZ55,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.3 (phosphoserine phosphatase),
EZ55_03372,EZ55,organic phosphate,"B: degradative, export uncertain",Pfam Chemotaxis phosphatase CheX,
EZ55_03406,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_03436,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_03524,EZ55,organic phosphate,A: degradative + exported,Pfam Alkaline phosphatase PhoX,signal:TAT signal peptide (Tat/SPI)
EZ55_03855,EZ55,organic phosphate,A: degradative + exported,"Pfam HAD superfamily, subfamily IIIB (Acid phosphatase)",signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03968,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
EZ55_00187,EZ55,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.11 (fructose-bisphosphatase),
EZ55_00293,EZ55,organic phosphate,A: degradative + exported,"Pfam HAD superfamily, subfamily IIIB (Acid phosphatase)",signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_00305,EZ55,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.18 (phosphoglycolate phosphatase),
EZ55_00407,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_00674,EZ55,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.- (Phosphoric monoester hydrolases),
EZ55_00717,EZ55,organic phosphate,A: degradative + exported,EC 3.1.3.1 (alkaline phosphatase),signal:Signal peptide (Sec/SPI)
EZ55_00730,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
EZ55_01287,EZ55,organic phosphate,"B: degradative, export uncertain",EC 3.1.3.- (Phosphoric monoester hydrolases),
EZ55_01441,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF phosphoprotein phosphatase activity,
EZ55_01561,EZ55,organic phosphate,"B: degradative, export uncertain",GO-MF cyclic-guanylate-specific phosphodiesterase activity,
EZ55_01705,EZ55,organic phosphate,A: degradative + exported,EC 3.1.3.8 (3-phytase),signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_01888,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
EZ55_01897,EZ55,protein/peptide,A: degradative + exported,EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),signal:Signal peptide (Sec/SPI)
EZ55_01900,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
EZ55_01914,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.24.- (Metalloendopeptidases),
EZ55_01957,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
EZ55_02022,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
EZ55_02038,EZ55,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
EZ55_02039,EZ55,protein/peptide,"B: degradative, export uncertain",Pfam M61 glycyl aminopeptidase,
EZ55_02073,EZ55,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
EZ55_02087,EZ55,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),signal:Signal peptide (Sec/SPI)
EZ55_02175,EZ55,protein/peptide,"B: degradative, export uncertain",Pfam SOS response associated peptidase (SRAP),
EZ55_02213,EZ55,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
EZ55_02255,EZ55,protein/peptide,"B: degradative, export uncertain",GO-MF ATP-dependent peptidase activity,
EZ55_02264,EZ55,protein/peptide,A: degradative + exported,EC 3.4.19.13 (glutathione gamma-glutamate hydrolase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02266,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.- (Serine endopeptidases),
EZ55_02267,EZ55,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02275,EZ55,protein/peptide,A: degradative + exported,EC 3.4.14.- (Dipeptidyl-peptidases and tripeptidyl-peptidases),signal:Signal peptide (Sec/SPI)
EZ55_02284,EZ55,protein/peptide,A: degradative + exported,EC 3.4.21.26 (prolyl oligopeptidase),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02340,EZ55,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
EZ55_02449,EZ55,protein/peptide,A: degradative + exported,EC 3.4.11.2 (membrane alanyl aminopeptidase),signal:Signal peptide (Sec/SPI)
EZ55_02509,EZ55,protein/peptide,A: degradative + exported,EC 3.4.16.- (Serine-type carboxypeptidases),signal:Signal peptide (Sec/SPI)
EZ55_02548,EZ55,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Signal peptide (Sec/SPI)
EZ55_02554,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
EZ55_02570,EZ55,protein/peptide,A: degradative + exported,EC 3.4.21.83 (oligopeptidase B),loc:Periplasmic;signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02614,EZ55,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02615,EZ55,protein/peptide,A: degradative + exported,EC 3.4.21.89 (signal peptidase I),signal:Signal peptide (Sec/SPI)
EZ55_02688,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.89 (signal peptidase I),
EZ55_02715,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.36 (signal peptidase II),
EZ55_02794,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
EZ55_02807,EZ55,protein/peptide,A: degradative + exported,EC 3.4.21.- (Serine endopeptidases),loc:Periplasmic;signal:Signal peptide (Sec/SPI)
EZ55_02835,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
EZ55_02883,EZ55,protein/peptide,A: degradative + exported,Pfam Metallopeptidase family M24,signal:Signal peptide (Sec/SPI)
EZ55_02896,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
EZ55_02929,EZ55,protein/peptide,"B: degradative, export uncertain",Pfam Vault protein inter-alpha-trypsin domain,
EZ55_02930,EZ55,protein/peptide,A: degradative + exported,EC 3.4.22.70 (sortase A),signal:Signal peptide (Sec/SPI)
EZ55_02941,EZ55,protein/peptide,A: degradative + exported,EC 3.4.23.- (Aspartic endopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02946,EZ55,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_02990,EZ55,protein/peptide,A: degradative + exported,EC 3.4.13.9 (Xaa-Pro dipeptidase),signal:TAT signal peptide (Tat/SPI)
EZ55_02992,EZ55,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular
EZ55_03018,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.- (Aspartic endopeptidases),
EZ55_03022,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.23.43 (prepilin peptidase),
EZ55_03040,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.-.- (Acting on peptide bonds (peptidases)),
EZ55_03053,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.16.4 (serine-type D-Ala-D-Ala carboxypeptidase),
EZ55_03059,EZ55,protein/peptide,A: degradative + exported,EC 3.4.13.19 (membrane dipeptidase),signal:Signal peptide (Sec/SPI)
EZ55_03065,EZ55,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Signal peptide (Sec/SPI)
EZ55_03075,EZ55,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03176,EZ55,protein/peptide,A: degradative + exported,Pfam Peptidase family M20/M25/M40,signal:Signal peptide (Sec/SPI)
EZ55_03191,EZ55,protein/peptide,A: degradative + exported,Pfam Peptidase family M23,signal:Signal peptide (Sec/SPI)
EZ55_03326,EZ55,protein/peptide,"B: degradative, export uncertain",Pfam Insulinase (Peptidase family M16),
EZ55_03355,EZ55,protein/peptide,A: degradative + exported,GO-MF serine-type endopeptidase activity,loc:Extracellular;signal:Signal peptide (Sec/SPI)
EZ55_03434,EZ55,protein/peptide,A: degradative + exported,EC 3.4.14.5 (dipeptidyl-peptidase IV),signal:Signal peptide (Sec/SPI)
ALTBGP6_RS14610,EZ55,protein/peptide,"B: degradative, export uncertain","Pfam YgjP-like, metallopeptidase domain",
EZ55_00012,EZ55,protein/peptide,"B: degradative, export uncertain",Pfam Peptidase S24-like,
EZ55_03486,EZ55,protein/peptide,A: degradative + exported,GO-MF carboxypeptidase activity,loc:Outer membrane;signal:Signal peptide (Sec/SPI)
EZ55_03512,EZ55,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular;signal:Signal peptide (Sec/SPI)
EZ55_03519,EZ55,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
EZ55_03593,EZ55,protein/peptide,A: degradative + exported,GO-MF serine-type peptidase activity,signal:Signal peptide (Sec/SPI)
EZ55_03602,EZ55,protein/peptide,A: degradative + exported,Pfam Peptidase propeptide and YPEB domain,signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03608,EZ55,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),loc:Extracellular;signal:Signal peptide (Sec/SPI)
EZ55_03645,EZ55,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
EZ55_03697,EZ55,protein/peptide,A: degradative + exported,Pfam BlaR1 peptidase M56,signal:Signal peptide (Sec/SPI)
EZ55_03719,EZ55,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
EZ55_03737,EZ55,protein/peptide,A: degradative + exported,EC 3.4.24.71 (endothelin-converting enzyme 1),signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_03778,EZ55,protein/peptide,A: degradative + exported,GO-MF peptidase activity,signal:Signal peptide (Sec/SPI)
EZ55_03779,EZ55,protein/peptide,"B: degradative, export uncertain",GO-MF peptidase activity,
EZ55_03869,EZ55,protein/peptide,A: degradative + exported,Pfam Subtilase family,signal:Signal peptide (Sec/SPI)
EZ55_03943,EZ55,protein/peptide,A: degradative + exported,EC 3.4.24.- (Metalloendopeptidases),signal:Signal peptide (Sec/SPI)
EZ55_04033,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.22.- (Cysteine endopeptidases),
EZ55_04038,EZ55,protein/peptide,A: degradative + exported,GO-MF metallocarboxypeptidase activity,signal:Signal peptide (Sec/SPI)
EZ55_04067,EZ55,protein/peptide,A: degradative + exported,Pfam Prolyl oligopeptidase family,signal:Signal peptide (Sec/SPI)
EZ55_04077,EZ55,protein/peptide,A: degradative + exported,GO-MF metallopeptidase activity,signal:Signal peptide (Sec/SPI)
EZ55_04175,EZ55,protein/peptide,"B: degradative, export uncertain",GO-MF aspartic-type endopeptidase activity,
EZ55_00069,EZ55,protein/peptide,A: degradative + exported,EC 3.4.-.- (Acting on peptide bonds (peptidases)),signal:Signal peptide (Sec/SPI)
EZ55_00091,EZ55,protein/peptide,"B: degradative, export uncertain",EC 3.4.21.105 (rhomboid protease),
EZ55_00194,EZ55,protein/peptide,A: degradative + exported,EC 3.4.21.102 (C-terminal processing peptidase),signal:Lipoprotein signal peptide (Sec/SPII)
EZ55_00201,EZ55,protein/peptide,A: degradative + exported,"Pfam Serine aminopeptidase, S33",signal:Lipoprotein signal peptide (Sec/SPII)
